"genes","logFC","logCPM","PValue","FDR"
"PUS1",-0.935797519168654,3.75064741790224,4.16772170481657e-12,1.57126524436916e-10
"CLEC3B",2.63318526864793,5.21440766730837,4.21954660798644e-12,1.58431058150479e-10
"ABCF2",-1.30159511106223,4.88564773205524,4.25941949426741e-12,1.59258665868192e-10
"KLHL30",-1.83729237562756,7.13033725783835,4.2762137699145e-12,1.59258665868192e-10
"APOL1",2.48783566538643,5.81216256156003,4.7583905793083e-12,1.76501753786521e-10
"TCEAL8",1.38237306754421,4.25579035904063,4.82345863979604e-12,1.78196771194714e-10
"SLC37A2",2.57249035651761,1.56427922482921,4.92890149637213e-12,1.81363859460509e-10
"CYB5R3",1.11603963377451,8.03695410547995,5.50269892592205e-12,2.0167062716955e-10
"TMEM161A",-1.37598291549909,5.39536395574774,5.6472027213575e-12,2.06145308864157e-10
"CNOT3",-0.721319720519574,4.93664773241648,6.05490524804796e-12,2.20154440224479e-10
"CLSTN2",2.61714301803589,4.63699867664433,6.08606161743061e-12,2.20416066215528e-10
"P2RY14",2.25672158278608,2.55069807212113,6.13772629119717e-12,2.21415467265579e-10
"LYZ",3.9655756673572,5.58070907991804,6.40480311164052e-12,2.30147593062426e-10
"ABLIM2",-2.11160419993991,7.58823269135139,6.62195493887478e-12,2.37024760633109e-10
"IFI27",2.32957142090456,6.76299834144934,6.80117609128594e-12,2.42496197146277e-10
"DHX36",-0.873823690678034,5.98426176362872,6.86785471203866e-12,2.43928167938392e-10
"FUK",-0.701298772276162,4.30165721110605,7.02795769406293e-12,2.48654549337249e-10
"RBM28",-0.769376309260803,5.48003823200162,7.19657651081079e-12,2.53644855643481e-10
"CTSS",2.81659211634436,5.01763579918217,7.74927095995659e-12,2.7208222733069e-10
"TMEM263",1.00801367968528,4.65763443499517,8.10319684545732e-12,2.82852041188616e-10
"DDX60",1.78387130124284,3.4292280702974,8.13120814143905e-12,2.82852041188616e-10
"CDK18",2.5275439711201,4.39979059789407,8.14825425752617e-12,2.82852041188616e-10
"SAMD9",2.02353864200048,2.62237739772569,8.22278856393065e-12,2.84366285712774e-10
"PTGFRN",1.81269107587421,4.2698429480085,8.35095926978991e-12,2.87105679304327e-10
"TRABD",-0.933666471841148,5.10180906470718,8.36442244304377e-12,2.87105679304327e-10
"TAF12",-0.780600751038702,4.26493533265431,8.44442138056555e-12,2.88774097694507e-10
"PEG3",2.41649255117979,2.47596770182039,8.55303632603674e-12,2.91405115419304e-10
"POLL",-0.876285048136339,5.10609575780492,8.79312492042672e-12,2.98479542963119e-10
"SURF6",-0.902992390350737,5.3690194228092,9.44410228270194e-12,3.19398150362409e-10
"PNRC1",-1.06887240767779,7.6730618071146,9.56406873647034e-12,3.22270579878354e-10
"AP2A1",-0.877749300423061,6.84111881000748,9.67588262283835e-12,3.24848336669671e-10
"SPSB3",-1.18218197542132,6.15744429687842,1.04606636656718e-11,3.49918709310964e-10
"TUBGCP4",-0.836326984624344,4.99889124285854,1.05048671086e-11,3.50124175840621e-10
"ATG2A",-0.811898487969292,5.20867461123933,1.05674354274495e-11,3.50938045115912e-10
