"genes","logFC","logCPM","PValue","FDR"
"ALDH1L2",-0.104887992078203,2.29423143312408,0.252543348732515,0.297274630470523
"KIAA2026",0.0387709582994988,5.38649179176106,0.25270916574822,0.297431889458348
"STK25",-0.0400907676773427,8.23219320720686,0.252798618885481,0.297499241577241
"OSTF1",0.0680740961679104,2.77121295865089,0.253338317653634,0.298096368420739
"MKRN1",0.0293258767133861,6.57720290024009,0.254091977138436,0.298945072771464
"ADAMTS2",-0.147230729872242,3.33509202831655,0.254702795548439,0.299603018487916
"SHF",-0.0848747679912302,1.56317402846,0.254716118415466,0.299603018487916
"LATS2",-0.0379300102236229,5.4829653578267,0.255021785491634,0.299924334548768
"SSU72",-0.0260391851507196,7.12560220174896,0.255311537316527,0.300226853626607
"PCGF1",-0.0352863317860185,3.25993814286659,0.255575877928884,0.300467556731393
"RCBTB2",0.0547692598238166,3.54482733849161,0.255581329807702,0.300467556731393
"SVIL",0.0678121507808691,11.318228487783,0.255769131329229,0.300650051101505
"C6orf62",-0.0295200916822201,6.41280268229322,0.256231554008763,0.301155268023286
"SLC8B1",-0.0507341320606545,4.17831206959493,0.256300309945871,0.301197728976491
"TRIOBP",0.0515859180616827,5.38221650766847,0.25645747780778,0.301344065382335
"PWWP2A",-0.0327471520908422,3.54971639392236,0.256792898939535,0.30169979001029
"PITX2",-0.0754537562643401,5.79580764430445,0.256920651041044,0.301811469809096
"CHST14",-0.0719018581286277,2.4131009339155,0.257205801580979,0.302107997759768
"FKRP",-0.0350718739376673,4.51382256451978,0.257585572624775,0.302515575178028
"ANAPC7",0.0269015410668193,5.40319254246848,0.258331021855431,0.303352456779987
"KIAA1462",-0.0657023467196539,5.06267162422487,0.258532292910493,0.303527428791481
"MIER3",0.0303560600374747,4.17401632991672,0.258545788385594,0.303527428791481
"TCP1",-0.0178894709009978,7.28580853883725,0.25873738429123,0.303713732755894
"SMC6",0.0348112748833534,4.67360986199868,0.259382755759865,0.304409168681019
"C3",0.112512158235974,7.08988795234788,0.259395788196825,0.304409168681019
"CCDC115",-0.0553532514707153,3.46314676239165,0.259564393810032,0.304568313113056
"OAT",-0.0459661126040447,5.62274468365981,0.259785072181299,0.304788510587897
"SIK2",0.0682264670477954,7.00190392468174,0.260167990658963,0.30519897341122
"FBXW4",-0.0318977311534002,6.41197572094732,0.260572364657912,0.305634497859871
"METTL4",0.0396605246905651,2.3002797276504,0.260980305919348,0.306074095279062
"MAP3K2",0.0356614719123896,5.98286081739298,0.261610867508536,0.30677463388863
"ETV6",-0.0815458097905397,4.10196015157125,0.262484662853186,0.307740813677162
"TIMM10B",-0.0354970423530685,3.75500428944813,0.262501480543167,0.307740813677162
"RPS6KA5",0.0481751387576289,4.62282534918196,0.262770465830137,0.308017037470222
"CDC27",-0.024231476998342,5.83267816569244,0.263029800310095,0.308281879972383
"MCM5",-0.0453694444356001,3.98032061280306,0.263466369463022,0.308754355276521
"GUK1",-0.0468982086764415,6.35343985373482,0.265142975278671,0.310679716272838
"KBTBD2",-0.0360885593717879,6.3733949497188,0.265519338400639,0.311081230203871
"LNX2",-0.0330186515852792,3.88684014082903,0.265877116439016,0.311460870792964
"TERF2IP",-0.0259197773742004,5.85283293885219,0.266540594889445,0.312198481337961
"CACUL1",-0.0242345193162134,6.01346083810711,0.266864313341692,0.312537994983146
"KIAA0100",0.0290727938499212,7.14529471668149,0.267330335343586,0.31304406007315
"RPL10",-0.0379999881609193,9.96202676689129,0.268499304241981,0.314373043817571
"SF1",-0.0245796689300685,7.81454087076056,0.268754590034343,0.314632038123909
