"genes","logFC","logCPM","PValue","FDR"
"UPF2",0.307379083466431,5.8651680030588,3.78531146186947e-08,1.74711050522586e-06
"DPP9",0.656615140422188,7.01395543830089,3.86327040802768e-08,1.7742213500748e-06
"TANGO6",0.285337437715419,4.27468861782257,3.95795417165329e-08,1.80870668111542e-06
"ARNTL",0.738926291722085,4.60227397375455,3.99130031315438e-08,1.81496025570089e-06
"IL11RA",-0.517868118934241,4.05742151700824,4.0308909444002e-08,1.82397815234109e-06
"VPS53",0.289198067936214,5.2891718753997,4.11810764149212e-08,1.85435373846897e-06
"RAP1A",0.275843110236644,6.2630117617563,4.19842751244978e-08,1.87987308653137e-06
"FAM134A",0.377190100529023,5.15753076446421,4.21551000879639e-08,1.87987308653137e-06
"TXNDC12",0.374445669562659,3.6505400356501,4.29420929500152e-08,1.90576182702688e-06
"ADAMTSL2",-0.98067873166668,3.15829214802836,4.3462266529612e-08,1.91961809729593e-06
"UBR4",0.317690514886331,8.49306262252413,4.36912246652532e-08,1.92054140421406e-06
"AXIN1",0.335736475409503,4.99293951690305,4.69651908484992e-08,2.0539833218843e-06
"DZIP3",-0.406200704353238,4.72944173352482,4.71719709933346e-08,2.0539833218843e-06
"ISLR",-1.04816939117237,4.72643071928767,4.78074632230287e-08,2.07188118784872e-06
"ARL1",-0.273553318141678,5.8284012111443,4.95622323169221e-08,2.12337830285358e-06
"PLEKHM1",0.443384635166785,5.13367744074735,4.95954662004515e-08,2.12337830285358e-06
"CNTFR",0.812155244123825,6.18930749571203,4.96858101415203e-08,2.12337830285358e-06
"PAXBP1",0.316793481090641,4.8539830698277,5.12855369108309e-08,2.18164419918839e-06
"ANKLE2",0.207213593983318,5.9712851315167,5.17428216749466e-08,2.19099993982308e-06
"SPIRE1",0.474761653875359,5.18694076275417,5.63052065903253e-08,2.3733030229922e-06
"WIZ",0.309425547967769,5.46024509509107,5.73822426202369e-08,2.40770673467003e-06
"PARD3",0.311571713576001,6.56463329417829,5.79459894900548e-08,2.42035940716152e-06
"COPB2",0.261494637067262,5.68364334440586,5.89240695784841e-08,2.45012651477021e-06
"FKBP5",0.88089299378349,9.74971853448384,6.13363547001698e-08,2.51833571023497e-06
"UBN1",0.267566788637303,6.07150028528779,6.13749940892326e-08,2.51833571023497e-06
"NTN4",-0.688922422460479,3.93806944815968,6.13828983645183e-08,2.51833571023497e-06
"CYLD",0.524700439865759,6.56316504379524,6.26695784459242e-08,2.55974725059436e-06
"SYNE1",-0.545413913804486,7.02088276472133,6.33346393727138e-08,2.57551566541639e-06
"BAHD1",0.361288840636592,4.39203271795336,6.42763044417888e-08,2.60234458904453e-06
"HMGXB4",0.35125708404011,4.13943459762421,6.48438564824318e-08,2.61385868641628e-06
"METTL10",-0.376196257989191,3.28293436853332,6.62396735699939e-08,2.65851489880267e-06
"HIBCH",-0.493799728092253,4.90010525002093,6.69987813995571e-08,2.67734091384983e-06
"ASPA",-0.675606755858675,3.91182603034962,6.97180732732131e-08,2.77399799303892e-06
"POMT2",0.46341303974536,5.16614044180821,7.08259906158089e-08,2.8040958197534e-06
"CCDC80",-1.6766097230812,5.43777130090239,7.10820519794491e-08,2.8040958197534e-06
"MTOR",0.262282387633288,6.69933881289043,7.32020275416159e-08,2.87543794143258e-06
"ZBTB42",0.441083056125612,3.32829471474785,7.36794160268244e-08,2.88192664976108e-06
"URB1",0.375209232046014,5.38729111314164,7.51098556317622e-08,2.92548133897383e-06
"DAXX",0.321555756662802,5.21522609561758,7.66505744846597e-08,2.97294728179787e-06
"ZZEF1",0.282835089206761,6.96437402193003,7.79664252584097e-08,3.01133084334887e-06
"ZNFX1",0.336846084953543,5.8806731165897,7.85261200563589e-08,3.0203108926677e-06
"STRN",0.395218257618102,5.45054935357094,8.14446437091481e-08,3.11956641526616e-06
"ANP32B",0.46348285856708,5.94604524202311,8.21526067581024e-08,3.13368063216547e-06
"MTF2",-0.319634024364782,3.86178600119868,8.3623196111757e-08,3.17664906710958e-06
"NDUFC1",-0.518562786638788,6.40720125443996,8.71200657691263e-08,3.29592347178199e-06
"NDUFB7",-0.547299720767054,6.92230396684795,9.0065783541128e-08,3.38809962429878e-06
"SMC1A",0.318749046337469,6.3527655833933,9.05770193923457e-08,3.38809962429878e-06
"RBSN",0.208957624089095,5.39395142259639,9.06576326727113e-08,3.38809962429878e-06
"ENOPH1",-0.304039543553736,3.76663354983903,9.4200470929617e-08,3.50630865786812e-06
"NSMCE1",-0.461371253497805,4.36635166261035,9.52553164947322e-08,3.53133263679869e-06
"XRN2",0.237683386980468,5.93847862550607,9.56677441583172e-08,3.5324357853017e-06
"VDAC3",-0.500037698032626,8.30503797386606,9.82452055163776e-08,3.61315335506646e-06
"GCC1",0.305903382777875,3.84895989290162,1.08031466840679e-07,3.95729551748534e-06
"FAHD2A",-0.315068202804621,4.81213560714987,1.09920175982662e-07,4.01056578852155e-06
"NDUFB8",-0.451094061033337,5.79896412110325,1.10404796472344e-07,4.01238848911894e-06
"LCOR",-0.387279216535295,5.27039841928675,1.11921791054456e-07,4.05156883617129e-06
"DHRS7",0.404198278908614,7.80668836616714,1.13326015814844e-07,4.07451373667258e-06
"TMEM144",-0.788255050907071,1.36491688167479,1.13438417324759e-07,4.07451373667258e-06
"PLK2",-0.901530606111241,3.85893414165449,1.21312662814681e-07,4.34045422652063e-06
"ARVCF",-0.585501345587609,4.70187829618957,1.2352752980997e-07,4.40263562809204e-06
"PRDM4",0.265000149796068,4.58184985294851,1.2509883056586e-07,4.42944283463692e-06
"VOPP1",-0.420534032912934,4.73766567546376,1.25263000281651e-07,4.42944283463692e-06
"ITIH5",-0.911359579067764,5.33405361034201,1.25957837282311e-07,4.42944283463692e-06
"LGALS3BP",-1.10079377881557,5.05058586305261,1.26199053787186e-07,4.42944283463692e-06
"CTNNBIP1",-0.521019598911315,4.15097468899149,1.34852979286488e-07,4.71525701436959e-06
"PRSS23",-0.75972135613451,5.20773248967907,1.39760481393911e-07,4.86841133489506e-06
"DHX8",0.211119727953238,5.15222652637643,1.40764116139766e-07,4.88493818077512e-06
"FLRT2",-0.633118389681004,5.31764436617331,1.42302325338781e-07,4.91982309064526e-06
"RAPGEF1",0.311760193228824,8.26382006840795,1.44473270949878e-07,4.97624165723257e-06
"SPEN",0.321158420813881,6.992612938323,1.46925212711658e-07,5.04188341465172e-06
"SUPT16H",0.256679450199682,5.90492176153759,1.49810165078017e-07,5.11966123929435e-06
"SLC35E3",-0.439061564015863,3.70849424566397,1.50944391554947e-07,5.11966123929435e-06
"GATB",-0.369769794560013,4.93088339996379,1.51025923989467e-07,5.11966123929435e-06
"STOX2",-0.600761590742654,3.19331777509576,1.51410195897233e-07,5.11966123929435e-06
"JAK1",0.295364213376865,7.64431037973715,1.5328812025563e-07,5.15273296964333e-06
"SMAD7",-0.614523104345709,4.30339805712388,1.53504665437322e-07,5.15273296964333e-06
"RAB3IP",0.452140136917548,3.58264848548699,1.563665791882e-07,5.22978221915315e-06
"PIGF",-0.337530502868102,2.81435202756143,1.57667642884207e-07,5.25425996918455e-06
"NUBPL",-0.418574640339216,3.79466602629298,1.599102792293e-07,5.29914777847153e-06
"F10",-1.01726951142276,1.8891886465851,1.60162737535864e-07,5.29914777847153e-06
"ENDOD1",-0.498893001628666,6.63625812489958,1.65087906558318e-07,5.44259451942799e-06
"AQP7",-0.926660940975616,5.42002819520757,1.66981785266727e-07,5.48544078219628e-06
"XPO5",0.292564626652131,4.84893571458721,1.68436470359187e-07,5.51360658824699e-06
"NDUFS7",-0.563903729353848,6.91793364973453,1.72764952518455e-07,5.63531193179455e-06
"ETFB",-0.522765246440681,6.15965264617582,1.7509495203062e-07,5.69120247251637e-06
"SF3B2",0.308826873330817,6.88428436784963,1.85344756122632e-07,5.98410974334659e-06
"MLLT1",0.305526712851674,6.04722556217284,1.8540303180556e-07,5.98410974334659e-06
"GSTM4",-0.396090402137522,5.50494214927449,1.87668864187407e-07,6.03247950435976e-06
"SDHAF4",-0.372352287476006,3.18789713379228,1.88208655319641e-07,6.03247950435976e-06
"SETDB1",0.243935452630244,4.86729242437797,1.95905944427625e-07,6.25746634260002e-06
"ILF3",0.199251120944009,7.73501488120319,2.02465796785e-07,6.44469575904254e-06
"MDH1",-0.612846013905105,8.42409891305029,2.03415248456031e-07,6.45266721133202e-06
"EGLN2",0.510867306438063,4.64181275503496,2.06491656093999e-07,6.52782355275241e-06
"ITM2A",-0.865444935542886,4.55346412356285,2.07918954697791e-07,6.55051150448912e-06
"RFTN1",-0.668141063370172,4.92093855646836,2.12259979678298e-07,6.66453017826656e-06
"INMT",-0.727019341130065,3.04737611002979,2.13062810511419e-07,6.66706035196919e-06
"GPRASP2",-0.392729716008847,3.14275986257325,2.15120002831342e-07,6.70869170991933e-06
"ABCF2",0.310736616612915,6.35867418127882,2.16270031107225e-07,6.72184733047405e-06
